product_id,quality,defects,detection_time,image_data
41,良品,,2024-12-16 07:43:46,images/product_41.png
42,良品,,2024-12-16 18:10:11,images/product_42.png
43,劣質品,划痕,2024-12-16 14:26:31,images/product_43.png
44,劣質品,划痕,2024-12-16 05:59:38,images/product_44.png
45,良品,,2024-12-16 10:27:17,images/product_45.png
46,良品,,2024-12-16 11:03:11,images/product_46.png
47,良品,,2024-12-16 02:18:19,images/product_47.png
48,良品,,2024-12-16 11:49:02,images/product_48.png
49,良品,,2024-12-16 03:37:59,images/product_49.png
50,良品,,2024-12-16 19:58:00,images/product_50.png
51,劣質品,顏色汙染,2024-12-16 11:27:39,images/product_51.png
52,劣質品,划痕,2024-12-16 21:48:25,images/product_52.png
53,良品,,2024-12-16 21:25:45,images/product_53.png
54,劣質品,顏色汙染,2024-12-16 05:18:08,images/product_54.png
55,劣質品,划痕,2024-12-16 14:44:43,images/product_55.png
56,劣質品,顏色汙染,2024-12-16 22:22:23,images/product_56.png
57,良品,,2024-12-16 16:46:28,images/product_57.png
58,良品,,2024-12-16 23:22:07,images/product_58.png
59,良品,,2024-12-16 00:33:07,images/product_59.png
60,劣質品,大範圍污痕,2024-12-16 09:18:51,images/product_60.png
61,良品,,2024-12-16 07:34:09,images/product_61.png
62,劣質品,汙點,2024-12-16 21:20:37,images/product_62.png
63,劣質品,顏色汙染,2024-12-16 22:33:01,images/product_63.png
64,良品,,2024-12-16 11:19:50,images/product_64.png
65,良品,,2024-12-16 03:45:49,images/product_65.png
66,劣質品,大範圍污痕,2024-12-16 18:05:00,images/product_66.png
67,良品,,2024-12-16 15:43:45,images/product_67.png
68,劣質品,划痕,2024-12-16 21:12:33,images/product_68.png
69,良品,,2024-12-16 03:07:24,images/product_69.png
70,良品,,2024-12-16 02:52:29,images/product_70.png
71,良品,,2024-12-16 00:37:57,images/product_71.png
72,良品,,2024-12-16 06:55:23,images/product_72.png
73,劣質品,"汙點, 大範圍污痕",2024-12-16 19:44:51,images/product_73.png
74,劣質品,"划痕, 顏色汙染",2024-12-16 20:14:29,images/product_74.png
75,良品,,2024-12-16 09:04:45,images/product_75.png
76,良品,,2024-12-16 20:05:24,images/product_76.png
77,良品,,2024-12-16 16:56:12,images/product_77.png
78,劣質品,划痕,2024-12-16 10:50:48,images/product_78.png
79,良品,,2024-12-16 03:21:50,images/product_79.png
80,良品,,2024-12-16 04:24:45,images/product_80.png
81,劣質品,顏色汙染,2024-12-16 12:09:18,images/product_81.png
82,良品,,2024-12-16 16:04:32,images/product_82.png
83,劣質品,划痕,2024-12-16 23:21:06,images/product_83.png
84,劣質品,裁切,2024-12-16 00:52:47,images/product_84.png
85,良品,,2024-12-16 11:59:15,images/product_85.png
86,劣質品,顏色汙染,2024-12-16 11:25:34,images/product_86.png
87,劣質品,顏色汙染,2024-12-16 07:25:01,images/product_87.png
88,劣質品,"划痕, 大範圍污痕",2024-12-16 01:14:10,images/product_88.png
89,劣質品,"划痕, 大範圍污痕",2024-12-16 08:30:17,images/product_89.png
90,劣質品,顏色汙染,2024-12-16 16:51:19,images/product_90.png
91,良品,,2024-12-16 05:45:57,images/product_91.png
92,良品,,2024-12-16 19:15:06,images/product_92.png
93,良品,,2024-12-16 00:42:53,images/product_93.png
94,良品,,2024-12-16 12:07:23,images/product_94.png
95,良品,,2024-12-16 16:53:05,images/product_95.png
96,良品,,2024-12-16 20:33:21,images/product_96.png
97,劣質品,大範圍污痕,2024-12-16 16:38:16,images/product_97.png
98,劣質品,汙點,2024-12-16 01:25:29,images/product_98.png
99,良品,,2024-12-16 01:52:18,images/product_99.png
100,良品,,2024-12-16 09:29:44,images/product_100.png
101,良品,,2024-12-16 23:11:44,images/product_101.png
102,劣質品,划痕,2024-12-16 02:46:55,images/product_102.png
103,劣質品,"划痕, 汙點, 大範圍污痕",2024-12-16 17:54:50,images/product_103.png
104,劣質品,裁切,2024-12-16 23:52:15,images/product_104.png
105,劣質品,汙點,2024-12-16 17:35:29,images/product_105.png
106,良品,,2024-12-16 09:21:21,images/product_106.png
107,良品,,2024-12-16 05:24:16,images/product_107.png
108,良品,,2024-12-16 10:35:50,images/product_108.png
109,良品,,2024-12-16 11:08:09,images/product_109.png
110,劣質品,顏色汙染,2024-12-16 20:10:29,images/product_110.png
111,劣質品,划痕,2024-12-16 06:41:33,images/product_111.png
112,良品,,2024-12-16 03:36:08,images/product_112.png
113,良品,,2024-12-16 16:36:44,images/product_113.png
114,良品,,2024-12-16 22:12:00,images/product_114.png
115,良品,,2024-12-16 02:41:52,images/product_115.png
116,良品,,2024-12-16 17:31:06,images/product_116.png
117,劣質品,顏色汙染,2024-12-16 19:56:57,images/product_117.png
118,劣質品,顏色汙染,2024-12-16 00:29:47,images/product_118.png
119,良品,,2024-12-16 18:10:39,images/product_119.png
120,良品,,2024-12-16 00:19:03,images/product_120.png
121,良品,,2024-12-16 05:56:23,images/product_121.png
122,良品,,2024-12-16 17:52:12,images/product_122.png
123,劣質品,裁切,2024-12-16 10:21:50,images/product_123.png
124,劣質品,"划痕, 顏色汙染",2024-12-16 07:23:40,images/product_124.png
125,劣質品,"划痕, 裁切",2024-12-16 08:17:07,images/product_125.png
126,良品,,2024-12-16 07:15:32,images/product_126.png
127,劣質品,裁切,2024-12-16 00:55:12,images/product_127.png
128,劣質品,"划痕, 裁切, 大範圍污痕",2024-12-16 15:58:22,images/product_128.png
129,劣質品,"划痕, 汙點",2024-12-16 23:02:20,images/product_129.png
130,劣質品,划痕,2024-12-16 16:05:15,images/product_130.png
131,良品,,2024-12-16 09:45:15,images/product_131.png
132,劣質品,裁切,2024-12-16 10:42:08,images/product_132.png
133,良品,,2024-12-16 17:44:54,images/product_133.png
134,劣質品,汙點,2024-12-16 02:05:56,images/product_134.png
135,良品,,2024-12-16 10:41:13,images/product_135.png
136,良品,,2024-12-16 00:38:18,images/product_136.png
137,良品,,2024-12-16 19:45:59,images/product_137.png
138,劣質品,裁切,2024-12-16 14:52:45,images/product_138.png
139,良品,,2024-12-16 16:59:22,images/product_139.png
140,劣質品,裁切,2024-12-16 22:19:50,images/product_140.png
141,劣質品,"划痕, 裁切",2024-12-16 09:32:54,images/product_141.png
142,劣質品,汙點,2024-12-16 02:36:03,images/product_142.png
143,良品,,2024-12-16 06:06:38,images/product_143.png
144,良品,,2024-12-16 08:51:19,images/product_144.png
145,良品,,2024-12-16 08:37:08,images/product_145.png
146,良品,,2024-12-16 09:04:23,images/product_146.png
147,良品,,2024-12-16 09:23:07,images/product_147.png
148,劣質品,"划痕, 汙點, 顏色汙染",2024-12-16 03:35:06,images/product_148.png
149,劣質品,大範圍污痕,2024-12-16 06:05:56,images/product_149.png
150,良品,,2024-12-16 13:25:52,images/product_150.png
151,良品,,2024-12-16 10:43:21,images/product_151.png
152,劣質品,"裁切, 大範圍污痕, 顏色汙染",2024-12-16 13:05:00,images/product_152.png
153,良品,,2024-12-16 19:28:53,images/product_153.png
154,良品,,2024-12-16 16:40:18,images/product_154.png
155,劣質品,大範圍污痕,2024-12-16 19:12:18,images/product_155.png
156,良品,,2024-12-16 19:12:43,images/product_156.png
157,劣質品,顏色汙染,2024-12-16 07:19:27,images/product_157.png
158,劣質品,汙點,2024-12-16 18:23:53,images/product_158.png
159,劣質品,裁切,2024-12-16 00:53:27,images/product_159.png
160,良品,,2024-12-16 08:48:43,images/product_160.png
161,劣質品,"划痕, 顏色汙染",2024-12-16 17:12:49,images/product_161.png
162,良品,,2024-12-16 09:46:38,images/product_162.png
163,劣質品,裁切,2024-12-16 10:55:04,images/product_163.png
164,劣質品,汙點,2024-12-16 12:56:48,images/product_164.png
165,良品,,2024-12-16 05:18:54,images/product_165.png
166,良品,,2024-12-16 12:45:31,images/product_166.png
167,劣質品,顏色汙染,2024-12-16 17:30:25,images/product_167.png
168,良品,,2024-12-16 03:17:02,images/product_168.png
169,良品,,2024-12-16 09:06:00,images/product_169.png
170,良品,,2024-12-16 20:10:37,images/product_170.png
171,良品,,2024-12-16 05:19:56,images/product_171.png
172,劣質品,"裁切, 大範圍污痕",2024-12-16 08:29:35,images/product_172.png
173,劣質品,顏色汙染,2024-12-16 02:30:06,images/product_173.png
174,良品,,2024-12-16 14:16:08,images/product_174.png
175,良品,,2024-12-16 17:43:12,images/product_175.png
176,劣質品,"划痕, 汙點",2024-12-16 11:17:03,images/product_176.png
177,良品,,2024-12-16 17:25:59,images/product_177.png
178,劣質品,划痕,2024-12-16 10:56:15,images/product_178.png
179,良品,,2024-12-16 07:09:55,images/product_179.png
180,良品,,2024-12-16 04:08:00,images/product_180.png
181,劣質品,划痕,2024-12-16 02:48:45,images/product_181.png
182,劣質品,"划痕, 裁切, 大範圍污痕",2024-12-16 22:29:08,images/product_182.png
183,良品,,2024-12-16 06:36:43,images/product_183.png
184,劣質品,汙點,2024-12-16 14:03:56,images/product_184.png
185,劣質品,汙點,2024-12-16 12:31:36,images/product_185.png
186,劣質品,"汙點, 大範圍污痕",2024-12-16 11:50:54,images/product_186.png
187,良品,,2024-12-16 05:20:46,images/product_187.png
188,劣質品,大範圍污痕,2024-12-16 21:04:23,images/product_188.png
189,良品,,2024-12-16 23:11:17,images/product_189.png
190,劣質品,"裁切, 顏色汙染",2024-12-16 13:44:57,images/product_190.png
191,良品,,2024-12-16 19:26:15,images/product_191.png
192,良品,,2024-12-16 17:22:38,images/product_192.png
193,良品,,2024-12-16 22:01:56,images/product_193.png
194,良品,,2024-12-16 02:36:37,images/product_194.png
195,良品,,2024-12-16 20:43:07,images/product_195.png
196,良品,,2024-12-16 19:42:13,images/product_196.png
197,劣質品,大範圍污痕,2024-12-16 18:48:40,images/product_197.png
198,良品,,2024-12-16 23:29:30,images/product_198.png
199,良品,,2024-12-16 07:00:49,images/product_199.png
200,良品,,2024-12-16 11:52:37,images/product_200.png
201,劣質品,"裁切, 大範圍污痕",2024-12-16 14:50:49,images/product_201.png
202,劣質品,划痕,2024-12-16 09:34:43,images/product_202.png
203,劣質品,顏色汙染,2024-12-16 13:33:31,images/product_203.png
204,良品,,2024-12-16 17:55:10,images/product_204.png
205,良品,,2024-12-16 23:57:37,images/product_205.png
206,劣質品,"裁切, 顏色汙染",2024-12-16 02:53:06,images/product_206.png
207,劣質品,汙點,2024-12-16 01:30:44,images/product_207.png
208,良品,,2024-12-16 13:03:12,images/product_208.png
209,劣質品,"汙點, 大範圍污痕, 顏色汙染",2024-12-16 16:03:15,images/product_209.png
210,良品,,2024-12-16 17:46:26,images/product_210.png
211,劣質品,"划痕, 顏色汙染",2024-12-16 05:08:25,images/product_211.png
212,劣質品,"划痕, 裁切",2024-12-16 06:47:37,images/product_212.png
213,良品,,2024-12-16 07:25:06,images/product_213.png
214,劣質品,大範圍污痕,2024-12-16 01:12:31,images/product_214.png
215,劣質品,汙點,2024-12-16 16:28:00,images/product_215.png
216,劣質品,大範圍污痕,2024-12-16 21:38:29,images/product_216.png
217,劣質品,"划痕, 裁切",2024-12-16 13:06:58,images/product_217.png
218,良品,,2024-12-16 03:05:22,images/product_218.png
219,良品,,2024-12-16 22:58:21,images/product_219.png
220,良品,,2024-12-16 06:17:43,images/product_220.png
221,劣質品,顏色汙染,2024-12-16 19:47:20,images/product_221.png
222,良品,,2024-12-16 00:06:14,images/product_222.png
223,良品,,2024-12-16 06:09:52,images/product_223.png
224,劣質品,汙點,2024-12-16 06:00:26,images/product_224.png
225,良品,,2024-12-16 06:47:18,images/product_225.png
226,良品,,2024-12-16 10:34:43,images/product_226.png
227,良品,,2024-12-16 07:34:19,images/product_227.png
228,良品,,2024-12-16 12:21:46,images/product_228.png
229,劣質品,顏色汙染,2024-12-16 16:24:34,images/product_229.png
230,良品,,2024-12-16 17:50:27,images/product_230.png
231,劣質品,"划痕, 汙點",2024-12-16 11:42:22,images/product_231.png
232,劣質品,顏色汙染,2024-12-16 23:25:14,images/product_232.png
233,良品,,2024-12-16 16:12:08,images/product_233.png
234,良品,,2024-12-16 19:09:59,images/product_234.png
235,劣質品,划痕,2024-12-16 13:44:53,images/product_235.png
236,良品,,2024-12-16 07:58:26,images/product_236.png
237,良品,,2024-12-16 19:36:03,images/product_237.png
238,劣質品,"大範圍污痕, 顏色汙染",2024-12-16 21:59:25,images/product_238.png
239,良品,,2024-12-16 08:22:50,images/product_239.png
240,劣質品,大範圍污痕,2024-12-16 22:59:10,images/product_240.png
241,良品,,2024-12-16 02:02:09,images/product_241.png
242,良品,,2024-12-16 19:07:33,images/product_242.png
243,劣質品,大範圍污痕,2024-12-16 14:22:39,images/product_243.png
244,良品,,2024-12-16 11:27:08,images/product_244.png
245,劣質品,裁切,2024-12-16 05:17:06,images/product_245.png
246,良品,,2024-12-16 21:58:34,images/product_246.png
247,良品,,2024-12-16 12:59:40,images/product_247.png
248,劣質品,裁切,2024-12-16 15:47:47,images/product_248.png
249,良品,,2024-12-16 06:30:22,images/product_249.png
250,良品,,2024-12-16 21:45:27,images/product_250.png
251,劣質品,汙點,2024-12-16 04:05:51,images/product_251.png
252,良品,,2024-12-16 13:21:55,images/product_252.png
253,良品,,2024-12-16 17:20:55,images/product_253.png
254,劣質品,大範圍污痕,2024-12-16 20:18:50,images/product_254.png
255,劣質品,大範圍污痕,2024-12-16 09:44:40,images/product_255.png
256,劣質品,划痕,2024-12-16 01:10:01,images/product_256.png
257,良品,,2024-12-16 21:50:11,images/product_257.png
258,良品,,2024-12-16 19:25:32,images/product_258.png
259,良品,,2024-12-16 14:50:49,images/product_259.png
260,劣質品,"划痕, 裁切, 顏色汙染",2024-12-16 04:42:18,images/product_260.png
261,良品,,2024-12-16 17:05:53,images/product_261.png
262,良品,,2024-12-16 18:15:29,images/product_262.png
263,劣質品,汙點,2024-12-16 01:43:31,images/product_263.png
264,良品,,2024-12-16 20:11:33,images/product_264.png
265,劣質品,顏色汙染,2024-12-16 01:11:50,images/product_265.png
266,劣質品,"划痕, 汙點",2024-12-16 04:11:26,images/product_266.png
267,良品,,2024-12-16 20:44:40,images/product_267.png
268,劣質品,大範圍污痕,2024-12-16 09:20:32,images/product_268.png
269,劣質品,大範圍污痕,2024-12-16 07:21:27,images/product_269.png
270,良品,,2024-12-16 15:39:28,images/product_270.png
271,劣質品,大範圍污痕,2024-12-16 21:03:11,images/product_271.png
272,良品,,2024-12-16 09:32:50,images/product_272.png
273,劣質品,"划痕, 汙點",2024-12-16 07:40:40,images/product_273.png
274,良品,,2024-12-16 00:33:55,images/product_274.png
275,劣質品,划痕,2024-12-16 09:47:57,images/product_275.png
276,良品,,2024-12-16 09:54:55,images/product_276.png
277,良品,,2024-12-16 05:32:41,images/product_277.png
278,劣質品,顏色汙染,2024-12-16 08:26:51,images/product_278.png
279,劣質品,裁切,2024-12-16 02:11:13,images/product_279.png
280,良品,,2024-12-16 11:34:37,images/product_280.png
281,劣質品,汙點,2024-12-16 04:18:24,images/product_281.png
282,良品,,2024-12-16 23:10:30,images/product_282.png
283,劣質品,汙點,2024-12-16 14:42:43,images/product_283.png
284,劣質品,划痕,2024-12-16 19:10:24,images/product_284.png
285,劣質品,大範圍污痕,2024-12-16 20:13:21,images/product_285.png
286,良品,,2024-12-16 02:06:06,images/product_286.png
287,良品,,2024-12-16 16:04:13,images/product_287.png
288,劣質品,顏色汙染,2024-12-16 05:57:00,images/product_288.png
289,良品,,2024-12-16 17:23:11,images/product_289.png
290,劣質品,裁切,2024-12-16 22:14:40,images/product_290.png
291,劣質品,大範圍污痕,2024-12-16 22:24:58,images/product_291.png
292,良品,,2024-12-16 11:19:57,images/product_292.png
293,良品,,2024-12-16 00:11:37,images/product_293.png
294,良品,,2024-12-16 01:19:37,images/product_294.png
295,良品,,2024-12-16 06:20:26,images/product_295.png
296,劣質品,裁切,2024-12-16 13:43:17,images/product_296.png
297,良品,,2024-12-16 13:01:58,images/product_297.png
298,劣質品,汙點,2024-12-16 02:40:06,images/product_298.png
299,良品,,2024-12-16 05:22:15,images/product_299.png
300,良品,,2024-12-16 12:30:15,images/product_300.png
301,良品,,2024-12-16 00:28:57,images/product_301.png
302,良品,,2024-12-16 12:16:19,images/product_302.png
303,劣質品,"裁切, 顏色汙染",2024-12-16 18:32:43,images/product_303.png
304,良品,,2024-12-16 12:20:26,images/product_304.png
305,劣質品,"汙點, 大範圍污痕, 顏色汙染",2024-12-16 21:06:23,images/product_305.png
306,良品,,2024-12-16 09:28:07,images/product_306.png
307,良品,,2024-12-16 22:56:40,images/product_307.png
308,劣質品,裁切,2024-12-16 08:01:50,images/product_308.png
309,良品,,2024-12-16 08:41:08,images/product_309.png
310,劣質品,"汙點, 大範圍污痕, 顏色汙染",2024-12-16 14:10:02,images/product_310.png
311,良品,,2024-12-16 14:19:04,images/product_311.png
312,劣質品,"划痕, 汙點, 大範圍污痕",2024-12-16 05:50:46,images/product_312.png
313,良品,,2024-12-16 12:02:09,images/product_313.png
314,劣質品,"划痕, 裁切",2024-12-16 15:02:53,images/product_314.png
315,良品,,2024-12-16 21:38:09,images/product_315.png
316,良品,,2024-12-16 01:08:44,images/product_316.png
317,良品,,2024-12-16 21:51:17,images/product_317.png
318,良品,,2024-12-16 07:03:39,images/product_318.png
319,良品,,2024-12-16 02:39:09,images/product_319.png
320,良品,,2024-12-16 01:38:18,images/product_320.png
321,劣質品,汙點,2024-12-16 04:12:50,images/product_321.png
322,劣質品,汙點,2024-12-16 19:35:56,images/product_322.png
323,劣質品,"大範圍污痕, 顏色汙染",2024-12-16 10:02:13,images/product_323.png
324,劣質品,裁切,2024-12-16 19:32:24,images/product_324.png
325,劣質品,汙點,2024-12-16 00:43:40,images/product_325.png
326,劣質品,裁切,2024-12-16 20:35:27,images/product_326.png
327,劣質品,大範圍污痕,2024-12-16 19:54:27,images/product_327.png
328,良品,,2024-12-16 09:37:00,images/product_328.png
329,劣質品,"划痕, 汙點, 大範圍污痕",2024-12-16 22:14:40,images/product_329.png
330,劣質品,裁切,2024-12-16 23:54:33,images/product_330.png
331,良品,,2024-12-16 08:23:29,images/product_331.png
332,劣質品,"大範圍污痕, 顏色汙染",2024-12-16 06:22:20,images/product_332.png
333,良品,,2024-12-16 22:36:39,images/product_333.png
334,良品,,2024-12-16 08:01:33,images/product_334.png
335,良品,,2024-12-16 09:07:16,images/product_335.png
336,劣質品,"裁切, 大範圍污痕",2024-12-16 17:38:39,images/product_336.png
337,良品,,2024-12-16 17:50:07,images/product_337.png
338,良品,,2024-12-16 14:46:01,images/product_338.png
339,劣質品,大範圍污痕,2024-12-16 01:02:55,images/product_339.png
340,良品,,2024-12-16 05:12:29,images/product_340.png
341,劣質品,大範圍污痕,2024-12-16 18:42:10,images/product_341.png
342,良品,,2024-12-16 09:49:15,images/product_342.png
343,良品,,2024-12-16 20:02:42,images/product_343.png
344,良品,,2024-12-16 03:24:29,images/product_344.png
345,良品,,2024-12-16 10:25:46,images/product_345.png
346,劣質品,大範圍污痕,2024-12-16 15:38:44,images/product_346.png
347,良品,,2024-12-16 00:37:14,images/product_347.png
348,劣質品,划痕,2024-12-16 06:09:24,images/product_348.png
349,良品,,2024-12-16 02:00:58,images/product_349.png
350,良品,,2024-12-16 04:52:18,images/product_350.png
351,良品,,2024-12-16 05:43:44,images/product_351.png
352,劣質品,大範圍污痕,2024-12-16 17:32:46,images/product_352.png
353,劣質品,"划痕, 裁切",2024-12-16 06:31:47,images/product_353.png
354,劣質品,"裁切, 顏色汙染",2024-12-16 06:43:30,images/product_354.png
355,良品,,2024-12-16 12:01:06,images/product_355.png
356,劣質品,"汙點, 裁切",2024-12-16 07:33:50,images/product_356.png
357,劣質品,划痕,2024-12-16 22:35:16,images/product_357.png
358,良品,,2024-12-16 11:13:21,images/product_358.png
359,良品,,2024-12-16 06:28:06,images/product_359.png
360,劣質品,"裁切, 大範圍污痕",2024-12-16 21:34:04,images/product_360.png
361,良品,,2024-12-16 20:29:31,images/product_361.png
362,劣質品,划痕,2024-12-16 18:40:12,images/product_362.png
363,良品,,2024-12-16 07:28:07,images/product_363.png
364,劣質品,划痕,2024-12-16 04:44:24,images/product_364.png
365,良品,,2024-12-16 20:40:15,images/product_365.png
366,劣質品,"划痕, 汙點",2024-12-16 06:42:45,images/product_366.png
367,良品,,2024-12-16 20:18:04,images/product_367.png
368,良品,,2024-12-16 00:42:31,images/product_368.png
369,良品,,2024-12-16 12:57:07,images/product_369.png
370,劣質品,顏色汙染,2024-12-16 18:21:18,images/product_370.png
371,劣質品,裁切,2024-12-16 11:36:30,images/product_371.png
372,劣質品,裁切,2024-12-16 02:55:27,images/product_372.png
373,良品,,2024-12-16 23:10:40,images/product_373.png
374,劣質品,裁切,2024-12-16 08:54:44,images/product_374.png
375,劣質品,"划痕, 顏色汙染",2024-12-16 14:48:17,images/product_375.png
376,良品,,2024-12-16 07:38:14,images/product_376.png
377,劣質品,裁切,2024-12-16 22:19:02,images/product_377.png
378,良品,,2024-12-16 18:44:48,images/product_378.png
379,劣質品,顏色汙染,2024-12-16 17:42:14,images/product_379.png
380,良品,,2024-12-16 12:50:56,images/product_380.png
381,良品,,2024-12-16 21:10:57,images/product_381.png
382,劣質品,顏色汙染,2024-12-16 20:45:53,images/product_382.png
383,良品,,2024-12-16 07:55:01,images/product_383.png
384,劣質品,"汙點, 裁切",2024-12-16 17:54:52,images/product_384.png
385,劣質品,大範圍污痕,2024-12-16 02:13:51,images/product_385.png
386,劣質品,划痕,2024-12-16 02:25:24,images/product_386.png
387,良品,,2024-12-16 15:16:43,images/product_387.png
388,良品,,2024-12-16 11:31:05,images/product_388.png
389,劣質品,汙點,2024-12-16 07:50:26,images/product_389.png
390,劣質品,汙點,2024-12-16 15:40:49,images/product_390.png
391,劣質品,裁切,2024-12-16 14:19:01,images/product_391.png
392,良品,,2024-12-16 15:42:56,images/product_392.png
393,劣質品,汙點,2024-12-16 13:27:56,images/product_393.png
394,良品,,2024-12-16 11:51:40,images/product_394.png
395,良品,,2024-12-16 15:15:43,images/product_395.png
396,良品,,2024-12-16 01:33:00,images/product_396.png
397,良品,,2024-12-16 02:37:38,images/product_397.png
398,良品,,2024-12-16 17:13:10,images/product_398.png
399,良品,,2024-12-16 02:07:43,images/product_399.png
400,劣質品,顏色汙染,2024-12-16 19:20:56,images/product_400.png
401,良品,,2024-12-16 07:54:52,images/product_401.png
402,良品,,2024-12-16 16:20:10,images/product_402.png
403,劣質品,顏色汙染,2024-12-16 10:30:35,images/product_403.png
404,良品,,2024-12-16 11:16:42,images/product_404.png
405,良品,,2024-12-16 07:29:41,images/product_405.png
406,劣質品,大範圍污痕,2024-12-16 15:02:08,images/product_406.png
407,劣質品,"裁切, 顏色汙染",2024-12-16 21:01:45,images/product_407.png
408,劣質品,顏色汙染,2024-12-16 11:08:19,images/product_408.png
409,劣質品,大範圍污痕,2024-12-16 11:29:03,images/product_409.png
410,良品,,2024-12-16 01:42:00,images/product_410.png
411,劣質品,划痕,2024-12-16 04:16:52,images/product_411.png
412,良品,,2024-12-16 15:43:16,images/product_412.png
413,良品,,2024-12-16 15:13:31,images/product_413.png
414,良品,,2024-12-16 17:30:57,images/product_414.png
415,良品,,2024-12-16 11:39:00,images/product_415.png
416,劣質品,裁切,2024-12-16 04:45:09,images/product_416.png
417,良品,,2024-12-16 07:36:03,images/product_417.png
418,良品,,2024-12-16 19:40:06,images/product_418.png
419,良品,,2024-12-16 21:28:57,images/product_419.png
420,良品,,2024-12-16 12:51:07,images/product_420.png
421,良品,,2024-12-16 06:34:31,images/product_421.png
422,良品,,2024-12-16 11:14:26,images/product_422.png
423,良品,,2024-12-16 18:21:07,images/product_423.png
424,良品,,2024-12-16 00:17:47,images/product_424.png
425,劣質品,"汙點, 大範圍污痕",2024-12-16 20:19:10,images/product_425.png
426,良品,,2024-12-16 00:26:07,images/product_426.png
427,劣質品,划痕,2024-12-16 01:58:25,images/product_427.png
428,良品,,2024-12-16 14:51:34,images/product_428.png
429,良品,,2024-12-16 03:22:28,images/product_429.png
430,劣質品,"划痕, 汙點",2024-12-16 17:22:31,images/product_430.png
431,劣質品,大範圍污痕,2024-12-16 04:17:08,images/product_431.png
432,良品,,2024-12-16 11:26:51,images/product_432.png
433,良品,,2024-12-16 17:54:52,images/product_433.png
434,良品,,2024-12-16 15:18:02,images/product_434.png
435,良品,,2024-12-16 14:37:35,images/product_435.png
436,劣質品,裁切,2024-12-16 19:30:59,images/product_436.png
437,劣質品,顏色汙染,2024-12-16 09:29:07,images/product_437.png
438,良品,,2024-12-16 00:46:07,images/product_438.png
439,良品,,2024-12-16 21:16:10,images/product_439.png
440,良品,,2024-12-16 03:34:00,images/product_440.png
441,劣質品,顏色汙染,2024-12-16 08:24:27,images/product_441.png
442,良品,,2024-12-16 20:40:08,images/product_442.png
443,良品,,2024-12-16 03:41:26,images/product_443.png
444,劣質品,顏色汙染,2024-12-16 07:48:10,images/product_444.png
445,劣質品,汙點,2024-12-16 12:16:28,images/product_445.png
446,劣質品,"裁切, 顏色汙染",2024-12-16 13:27:15,images/product_446.png
447,良品,,2024-12-16 00:19:59,images/product_447.png
448,良品,,2024-12-16 22:01:41,images/product_448.png
449,良品,,2024-12-16 11:56:08,images/product_449.png
450,良品,,2024-12-16 19:15:13,images/product_450.png
451,良品,,2024-12-16 15:39:29,images/product_451.png
452,良品,,2024-12-16 10:31:29,images/product_452.png
